Orbit Number	Folder Path	orb File	orb min Index	orb Max Index	eeb	eeb File	eeb min Index	eeb Max Index	ees	ees File	ees min Index	ees Max Index	ieb	ieb File	ieb min Index	ieb Max Index	ies	ies File	ies min Index	ies Max Index
13683	./FAST_data/2000/02	fa_k0_orb_13683_v01.cdf	55	71	True	fa_esa_l2_eeb_20000204011744_13683_v02.cdf			True	fa_esa_l2_ees_20000204011746_13683_v02.cdf			True	fa_esa_l2_ieb_20000204011744_13683_v02.cdf			True	fa_esa_l2_ies_20000204011746_13683_v02.cdf		
13684	./FAST_data/2000/02	fa_k0_orb_13684_v01.cdf	57	72	True	fa_esa_l2_eeb_20000204033102_13684_v02.cdf			True	fa_esa_l2_ees_20000204033103_13684_v02.cdf			True	fa_esa_l2_ieb_20000204033102_13684_v02.cdf			True	fa_esa_l2_ies_20000204033103_13684_v02.cdf		
13685	./FAST_data/2000/02	fa_k0_orb_13685_v01.cdf	59	69	True	fa_esa_l2_eeb_20000204055345_13685_v02.cdf			True	fa_esa_l2_ees_20000204055346_13685_v02.cdf			True	fa_esa_l2_ieb_20000204055345_13685_v02.cdf			True	fa_esa_l2_ies_20000204055346_13685_v02.cdf		
13686	./FAST_data/2000/02	fa_k0_orb_13686_v01.cdf	60	65	True	fa_esa_l2_eeb_20000204070914_13686_v02.cdf			True	fa_esa_l2_ees_20000204070915_13686_v02.cdf	44	83	True	fa_esa_l2_ieb_20000204070914_13686_v02.cdf			True	fa_esa_l2_ies_20000204070915_13686_v02.cdf	44	83
13687	./FAST_data/2000/02	fa_k0_orb_13687_v01.cdf	59	60	True	fa_esa_l2_eeb_20000204092046_13687_v02.cdf			True	fa_esa_l2_ees_20000204092047_13687_v02.cdf	47	54	True	fa_esa_l2_ieb_20000204092046_13687_v02.cdf			True	fa_esa_l2_ies_20000204092047_13687_v02.cdf	47	54
13688	./FAST_data/2000/02	fa_k0_orb_13688_v01.cdf	56	57	True	fa_esa_l2_eeb_20000204113138_13688_v02.cdf			True	fa_esa_l2_ees_20000204113139_13688_v02.cdf	50	57	True	fa_esa_l2_ieb_20000204113138_13688_v02.cdf			True	fa_esa_l2_ies_20000204113139_13688_v02.cdf	50	57
13689	./FAST_data/2000/02	fa_k0_orb_13689_v01.cdf	52	56	True	fa_esa_l2_eeb_20000204142416_13689_v02.cdf			True	fa_esa_l2_ees_20000204142417_13689_v02.cdf			True	fa_esa_l2_ieb_20000204142416_13689_v02.cdf			True	fa_esa_l2_ies_20000204142417_13689_v02.cdf		
13690	./FAST_data/2000/02	fa_k0_orb_13690_v01.cdf	49	56	True	fa_esa_l2_eeb_20000204163533_13690_v02.cdf			True	fa_esa_l2_ees_20000204163534_13690_v02.cdf			True	fa_esa_l2_ieb_20000204163533_13690_v02.cdf			True	fa_esa_l2_ies_20000204163534_13690_v02.cdf		
13691	./FAST_data/2000/02	fa_k0_orb_13691_v01.cdf	48	59	True	fa_esa_l2_eeb_20000204184811_13691_v02.cdf			True	fa_esa_l2_ees_20000204184812_13691_v02.cdf			True	fa_esa_l2_ieb_20000204184811_13691_v02.cdf			True	fa_esa_l2_ies_20000204184812_13691_v02.cdf		
13692	./FAST_data/2000/02	fa_k0_orb_13692_v01.cdf	49	64	True	fa_esa_l2_eeb_20000204210154_13692_v02.cdf			True	fa_esa_l2_ees_20000204210155_13692_v02.cdf			True	fa_esa_l2_ieb_20000204210154_13692_v02.cdf			True	fa_esa_l2_ies_20000204210155_13692_v02.cdf		
13693	./FAST_data/2000/02	fa_k0_orb_13693_v01.cdf	52	68	True	fa_esa_l2_eeb_20000204231558_13693_v02.cdf			True	fa_esa_l2_ees_20000204231559_13693_v02.cdf			True	fa_esa_l2_ieb_20000204231558_13693_v02.cdf			True	fa_esa_l2_ies_20000204231559_13693_v02.cdf		
13694	./FAST_data/2000/02	fa_k0_orb_13694_v01.cdf	55	70	True	fa_esa_l2_eeb_20000205012952_13694_v02.cdf			True	fa_esa_l2_ees_20000205012953_13694_v02.cdf			True	fa_esa_l2_ieb_20000205012952_13694_v02.cdf			True	fa_esa_l2_ies_20000205012953_13694_v02.cdf		
13695	./FAST_data/2000/02	fa_k0_orb_13695_v01.cdf	57	71	True	fa_esa_l2_eeb_20000205034306_13695_v02.cdf			True	fa_esa_l2_ees_20000205034307_13695_v02.cdf			True	fa_esa_l2_ieb_20000205034306_13695_v02.cdf			True	fa_esa_l2_ies_20000205034307_13695_v02.cdf		
13696	./FAST_data/2000/02	fa_k0_orb_13696_v01.cdf	59	69	True	fa_esa_l2_eeb_20000205060550_13696_v02.cdf			True	fa_esa_l2_ees_20000205060551_13696_v02.cdf			True	fa_esa_l2_ieb_20000205060550_13696_v02.cdf			True	fa_esa_l2_ies_20000205060551_13696_v02.cdf		
13697	./FAST_data/2000/02	fa_k0_orb_13697_v01.cdf	59	65	True	fa_esa_l2_eeb_20000205072055_13697_v02.cdf			True	fa_esa_l2_ees_20000205072056_13697_v02.cdf	39	86	True	fa_esa_l2_ieb_20000205072055_13697_v02.cdf			True	fa_esa_l2_ies_20000205072056_13697_v02.cdf	39	86
13698	./FAST_data/2000/02	fa_k0_orb_13698_v01.cdf	58	60	True	fa_esa_l2_eeb_20000205093218_13698_v02.cdf			True	fa_esa_l2_ees_20000205093219_13698_v02.cdf	45	60	True	fa_esa_l2_ieb_20000205093218_13698_v02.cdf			True	fa_esa_l2_ies_20000205093219_13698_v02.cdf	45	60
13699	./FAST_data/2000/02	fa_k0_orb_13699_v01.cdf	55	57	True	fa_esa_l2_eeb_20000205114311_13699_v02.cdf			True	fa_esa_l2_ees_20000205114312_13699_v02.cdf	48	62	True	fa_esa_l2_ieb_20000205114311_13699_v02.cdf			True	fa_esa_l2_ies_20000205114312_13699_v02.cdf	48	62
13700	./FAST_data/2000/02	fa_k0_orb_13700_v01.cdf	51	56	True	fa_esa_l2_eeb_20000205143558_13700_v02.cdf			True	fa_esa_l2_ees_20000205143559_13700_v02.cdf			True	fa_esa_l2_ieb_20000205143558_13700_v02.cdf			True	fa_esa_l2_ies_20000205143559_13700_v02.cdf		
13701	./FAST_data/2000/02	fa_k0_orb_13701_v01.cdf	48	57	True	fa_esa_l2_eeb_20000205164726_13701_v02.cdf			True	fa_esa_l2_ees_20000205164727_13701_v02.cdf			True	fa_esa_l2_ieb_20000205164726_13701_v02.cdf			True	fa_esa_l2_ies_20000205164727_13701_v02.cdf		
13702	./FAST_data/2000/02	fa_k0_orb_13702_v01.cdf	47	60	True	fa_esa_l2_eeb_20000205190026_13702_v02.cdf			True	fa_esa_l2_ees_20000205190027_13702_v02.cdf			True	fa_esa_l2_ieb_20000205190026_13702_v02.cdf			True	fa_esa_l2_ies_20000205190027_13702_v02.cdf		
13703	./FAST_data/2000/02	fa_k0_orb_13703_v01.cdf	49	64	True	fa_esa_l2_eeb_20000205211400_13703_v02.cdf			True	fa_esa_l2_ees_20000205211401_13703_v02.cdf			True	fa_esa_l2_ieb_20000205211400_13703_v02.cdf			True	fa_esa_l2_ies_20000205211401_13703_v02.cdf		
13704	./FAST_data/2000/02	fa_k0_orb_13704_v01.cdf	52	67	True	fa_esa_l2_eeb_20000205232810_13704_v02.cdf			True	fa_esa_l2_ees_20000205232811_13704_v02.cdf			True	fa_esa_l2_ieb_20000205232810_13704_v02.cdf			True	fa_esa_l2_ies_20000205232811_13704_v02.cdf		
13705	./FAST_data/2000/02	fa_k0_orb_13705_v01.cdf	55	70	True	fa_esa_l2_eeb_20000206014200_13705_v02.cdf			True	fa_esa_l2_ees_20000206014202_13705_v02.cdf			True	fa_esa_l2_ieb_20000206014200_13705_v02.cdf			True	fa_esa_l2_ies_20000206014202_13705_v02.cdf		
13706	./FAST_data/2000/02	fa_k0_orb_13706_v01.cdf	57	71	True	fa_esa_l2_eeb_20000206035505_13706_v02.cdf			True	fa_esa_l2_ees_20000206035506_13706_v02.cdf			True	fa_esa_l2_ieb_20000206035505_13706_v02.cdf			True	fa_esa_l2_ies_20000206035506_13706_v02.cdf		
13707	./FAST_data/2000/02	fa_k0_orb_13707_v01.cdf	58	68	True	fa_esa_l2_eeb_20000206060700_13707_v02.cdf			True	fa_esa_l2_ees_20000206060701_13707_v02.cdf			True	fa_esa_l2_ieb_20000206060700_13707_v02.cdf			True	fa_esa_l2_ies_20000206060701_13707_v02.cdf		
13708	./FAST_data/2000/02	fa_k0_orb_13708_v01.cdf	58	64	True	fa_esa_l2_eeb_20000206073226_13708_v02.cdf			True	fa_esa_l2_ees_20000206073227_13708_v02.cdf	37	83	True	fa_esa_l2_ieb_20000206073226_13708_v02.cdf			True	fa_esa_l2_ies_20000206073227_13708_v02.cdf	37	83
13709	./FAST_data/2000/02	fa_k0_orb_13709_v01.cdf	57	60	True	fa_esa_l2_eeb_20000206094345_13709_v02.cdf			True	fa_esa_l2_ees_20000206094346_13709_v02.cdf	45	67	True	fa_esa_l2_ieb_20000206094345_13709_v02.cdf			True	fa_esa_l2_ies_20000206094346_13709_v02.cdf	45	67
13710	./FAST_data/2000/02	fa_k0_orb_13710_v01.cdf	54	57	True	fa_esa_l2_eeb_20000206115434_13710_v02.cdf			True	fa_esa_l2_ees_20000206115435_13710_v02.cdf	48	71	True	fa_esa_l2_ieb_20000206115434_13710_v02.cdf			True	fa_esa_l2_ies_20000206115435_13710_v02.cdf	48	71
13711	./FAST_data/2000/02	fa_k0_orb_13711_v01.cdf	50	56	True	fa_esa_l2_eeb_20000206144740_13711_v02.cdf			True	fa_esa_l2_ees_20000206144741_13711_v02.cdf			True	fa_esa_l2_ieb_20000206144740_13711_v02.cdf			True	fa_esa_l2_ies_20000206144741_13711_v02.cdf		
13712	./FAST_data/2000/02	fa_k0_orb_13712_v01.cdf	47	57	True	fa_esa_l2_eeb_20000206165920_13712_v02.cdf			True	fa_esa_l2_ees_20000206165921_13712_v02.cdf			True	fa_esa_l2_ieb_20000206165920_13712_v02.cdf			True	fa_esa_l2_ies_20000206165921_13712_v02.cdf		
13713	./FAST_data/2000/02	fa_k0_orb_13713_v01.cdf	47	60	True	fa_esa_l2_eeb_20000206191215_13713_v02.cdf			True	fa_esa_l2_ees_20000206191217_13713_v02.cdf			True	fa_esa_l2_ieb_20000206191215_13713_v02.cdf			True	fa_esa_l2_ies_20000206191217_13713_v02.cdf		
13714	./FAST_data/2000/02	fa_k0_orb_13714_v01.cdf	49	64	True	fa_esa_l2_eeb_20000206212611_13714_v02.cdf			True	fa_esa_l2_ees_20000206212613_13714_v02.cdf			True	fa_esa_l2_ieb_20000206212611_13714_v02.cdf			True	fa_esa_l2_ies_20000206212613_13714_v02.cdf		
13715	./FAST_data/2000/02	fa_k0_orb_13715_v01.cdf	51	67	True	fa_esa_l2_eeb_20000206234023_13715_v02.cdf			True	fa_esa_l2_ees_20000206234024_13715_v02.cdf			True	fa_esa_l2_ieb_20000206234023_13715_v02.cdf			True	fa_esa_l2_ies_20000206234024_13715_v02.cdf		
13716	./FAST_data/2000/02	fa_k0_orb_13716_v01.cdf	54	70	True	fa_esa_l2_eeb_20000207015410_13716_v02.cdf			True	fa_esa_l2_ees_20000207015411_13716_v02.cdf			True	fa_esa_l2_ieb_20000207015410_13716_v02.cdf			True	fa_esa_l2_ies_20000207015411_13716_v02.cdf		
13717	./FAST_data/2000/02	fa_k0_orb_13717_v01.cdf	57	70	True	fa_esa_l2_eeb_20000207040706_13717_v02.cdf			True	fa_esa_l2_ees_20000207040707_13717_v02.cdf			True	fa_esa_l2_ieb_20000207040706_13717_v02.cdf			True	fa_esa_l2_ies_20000207040707_13717_v02.cdf		
13718	./FAST_data/2000/02	fa_k0_orb_13718_v01.cdf	58	68	True	fa_esa_l2_eeb_20000207061851_13718_v02.cdf			True	fa_esa_l2_ees_20000207061852_13718_v02.cdf			True	fa_esa_l2_ieb_20000207061851_13718_v02.cdf			True	fa_esa_l2_ies_20000207061852_13718_v02.cdf		
13719	./FAST_data/2000/02	fa_k0_orb_13719_v01.cdf	58	63	True	fa_esa_l2_eeb_20000207074358_13719_v02.cdf			True	fa_esa_l2_ees_20000207074359_13719_v02.cdf	42	80	True	fa_esa_l2_ieb_20000207074358_13719_v02.cdf			True	fa_esa_l2_ies_20000207074359_13719_v02.cdf	42	80
13720	./FAST_data/2000/02	fa_k0_orb_13720_v01.cdf	56	59	True	fa_esa_l2_eeb_20000207095519_13720_v02.cdf			True	fa_esa_l2_ees_20000207095520_13720_v02.cdf	41	64	True	fa_esa_l2_ieb_20000207095519_13720_v02.cdf			True	fa_esa_l2_ies_20000207095520_13720_v02.cdf	41	64
13721	./FAST_data/2000/02	fa_k0_orb_13721_v01.cdf	53	56	True	fa_esa_l2_eeb_20000207120604_13721_v02.cdf			True	fa_esa_l2_ees_20000207120605_13721_v02.cdf	46	69	True	fa_esa_l2_ieb_20000207120604_13721_v02.cdf			True	fa_esa_l2_ies_20000207120605_13721_v02.cdf	46	69
13722	./FAST_data/2000/02	fa_k0_orb_13722_v01.cdf	49	56	True	fa_esa_l2_eeb_20000207145927_13722_v02.cdf			True	fa_esa_l2_ees_20000207145928_13722_v02.cdf			True	fa_esa_l2_ieb_20000207145927_13722_v02.cdf			True	fa_esa_l2_ies_20000207145928_13722_v02.cdf		
13723	./FAST_data/2000/02	fa_k0_orb_13723_v01.cdf	47	57	True	fa_esa_l2_eeb_20000207171113_13723_v02.cdf			True	fa_esa_l2_ees_20000207171114_13723_v02.cdf			True	fa_esa_l2_ieb_20000207171113_13723_v02.cdf			True	fa_esa_l2_ies_20000207171114_13723_v02.cdf		
13724	./FAST_data/2000/02	fa_k0_orb_13724_v01.cdf	47	60	True	fa_esa_l2_eeb_20000207192420_13724_v02.cdf			True	fa_esa_l2_ees_20000207192421_13724_v02.cdf			True	fa_esa_l2_ieb_20000207192420_13724_v02.cdf			True	fa_esa_l2_ies_20000207192421_13724_v02.cdf		
13725	./FAST_data/2000/02	fa_k0_orb_13725_v01.cdf	55	64	True	fa_esa_l2_eeb_20000207213823_13725_v02.cdf			True	fa_esa_l2_ees_20000207213824_13725_v02.cdf			True	fa_esa_l2_ieb_20000207213823_13725_v02.cdf			True	fa_esa_l2_ies_20000207213824_13725_v02.cdf		
13726	./FAST_data/2000/02	fa_k0_orb_13726_v01.cdf	51	67	True	fa_esa_l2_eeb_20000207235231_13726_v02.cdf			True	fa_esa_l2_ees_20000207235232_13726_v02.cdf			True	fa_esa_l2_ieb_20000207235231_13726_v02.cdf			True	fa_esa_l2_ies_20000207235232_13726_v02.cdf		
13727	./FAST_data/2000/02	fa_k0_orb_13727_v01.cdf	54	70	True	fa_esa_l2_eeb_20000208020613_13727_v02.cdf			True	fa_esa_l2_ees_20000208020614_13727_v02.cdf			True	fa_esa_l2_ieb_20000208020613_13727_v02.cdf			True	fa_esa_l2_ies_20000208020614_13727_v02.cdf		
13728	./FAST_data/2000/02	fa_k0_orb_13728_v01.cdf	56	70	True	fa_esa_l2_eeb_20000208041901_13728_v02.cdf			True	fa_esa_l2_ees_20000208041902_13728_v02.cdf			True	fa_esa_l2_ieb_20000208041901_13728_v02.cdf			True	fa_esa_l2_ies_20000208041902_13728_v02.cdf		
13729	./FAST_data/2000/02	fa_k0_orb_13729_v01.cdf	58	67	True	fa_esa_l2_eeb_20000208063038_13729_v02.cdf			True	fa_esa_l2_ees_20000208063039_13729_v02.cdf			True	fa_esa_l2_ieb_20000208063038_13729_v02.cdf			True	fa_esa_l2_ies_20000208063039_13729_v02.cdf		
13730	./FAST_data/2000/02	fa_k0_orb_13730_v01.cdf	57	63	True	fa_esa_l2_eeb_20000208075530_13730_v02.cdf			True	fa_esa_l2_ees_20000208075531_13730_v02.cdf	39	85	True	fa_esa_l2_ieb_20000208075530_13730_v02.cdf			True	fa_esa_l2_ies_20000208075531_13730_v02.cdf	39	85
13731	./FAST_data/2000/02	fa_k0_orb_13731_v01.cdf	56	59	True	fa_esa_l2_eeb_20000208100642_13731_v02.cdf			True	fa_esa_l2_ees_20000208100643_13731_v02.cdf	49	72	True	fa_esa_l2_ieb_20000208100642_13731_v02.cdf			True	fa_esa_l2_ies_20000208100643_13731_v02.cdf	49	72
13733	./FAST_data/2000/02	fa_k0_orb_13733_v01.cdf	48	56	True	fa_esa_l2_eeb_20000208151109_13733_v02.cdf			True	fa_esa_l2_ees_20000208160220_13733_v02.cdf			True	fa_esa_l2_ieb_20000208151110_13733_v02.cdf			True	fa_esa_l2_ies_20000208160215_13733_v02.cdf		
13734	./FAST_data/2000/02	fa_k0_orb_13734_v01.cdf	46	57	True	fa_esa_l2_eeb_20000208172311_13734_v02.cdf			True	fa_esa_l2_ees_20000208172312_13734_v02.cdf			True	fa_esa_l2_ieb_20000208172311_13734_v02.cdf			True	fa_esa_l2_ies_20000208172312_13734_v02.cdf		
13735	./FAST_data/2000/02	fa_k0_orb_13735_v01.cdf	46	60	True	fa_esa_l2_eeb_20000208193630_13735_v02.cdf			True	fa_esa_l2_ees_20000208193631_13735_v02.cdf			True	fa_esa_l2_ieb_20000208193630_13735_v02.cdf			True	fa_esa_l2_ies_20000208193631_13735_v02.cdf		
13736	./FAST_data/2000/02	fa_k0_orb_13736_v01.cdf	54	64	True	fa_esa_l2_eeb_20000208215034_13736_v02.cdf			True	fa_esa_l2_ees_20000208215040_13736_v02.cdf			True	fa_esa_l2_ieb_20000208215034_13736_v02.cdf			True	fa_esa_l2_ies_20000208215035_13736_v02.cdf		
13737	./FAST_data/2000/02	fa_k0_orb_13737_v01.cdf	51	67	True	fa_esa_l2_eeb_20000209000438_13737_v02.cdf			True	fa_esa_l2_ees_20000209000439_13737_v02.cdf			True	fa_esa_l2_ieb_20000209000438_13737_v02.cdf			True	fa_esa_l2_ies_20000209000439_13737_v02.cdf		
13738	./FAST_data/2000/02	fa_k0_orb_13738_v01.cdf	54	69	True	fa_esa_l2_eeb_20000209021812_13738_v02.cdf			True	fa_esa_l2_ees_20000209021813_13738_v02.cdf			True	fa_esa_l2_ieb_20000209021812_13738_v02.cdf			True	fa_esa_l2_ies_20000209021813_13738_v02.cdf		
13739	./FAST_data/2000/02	fa_k0_orb_13739_v01.cdf	57	69	True	fa_esa_l2_eeb_20000209043051_13739_v02.cdf			True	fa_esa_l2_ees_20000209043052_13739_v02.cdf			True	fa_esa_l2_ieb_20000209043051_13739_v02.cdf			True	fa_esa_l2_ies_20000209043052_13739_v02.cdf		
13740	./FAST_data/2000/02	fa_k0_orb_13740_v01.cdf	58	67	True	fa_esa_l2_eeb_20000209055514_13740_v02.cdf	114	379	True	fa_esa_l2_ees_20000209055515_13740_v02.cdf	44	114	True	fa_esa_l2_ieb_20000209055514_13740_v02.cdf	114	379	True	fa_esa_l2_ies_20000209055515_13740_v02.cdf	44	114
13741	./FAST_data/2000/02	fa_k0_orb_13741_v01.cdf	57	63	True	fa_esa_l2_eeb_20000209080657_13741_v02.cdf			True	fa_esa_l2_ees_20000209080658_13741_v02.cdf	42	88	True	fa_esa_l2_ieb_20000209080657_13741_v02.cdf			True	fa_esa_l2_ies_20000209080658_13741_v02.cdf	42	88
13742	./FAST_data/2000/02	fa_k0_orb_13742_v01.cdf	55	59	True	fa_esa_l2_eeb_20000209101800_13742_v02.cdf			True	fa_esa_l2_ees_20000209101801_13742_v02.cdf	48	78	True	fa_esa_l2_ieb_20000209101800_13742_v02.cdf			True	fa_esa_l2_ies_20000209101801_13742_v02.cdf	48	78
13743	./FAST_data/2000/02	fa_k0_orb_13743_v01.cdf	52	56	True	fa_esa_l2_eeb_20000209131202_13743_v02.cdf			True	fa_esa_l2_ees_20000209131203_13743_v02.cdf			True	fa_esa_l2_ieb_20000209131202_13743_v02.cdf			True	fa_esa_l2_ies_20000209131203_13743_v02.cdf		
13744	./FAST_data/2000/02	fa_k0_orb_13744_v01.cdf	48	56	True	fa_esa_l2_eeb_20000209152250_13744_v02.cdf			True	fa_esa_l2_ees_20000209152251_13744_v02.cdf			True	fa_esa_l2_ieb_20000209152250_13744_v02.cdf			True	fa_esa_l2_ies_20000209152251_13744_v02.cdf		
13745	./FAST_data/2000/02	fa_k0_orb_13745_v01.cdf	46	58	True	fa_esa_l2_eeb_20000209173459_13745_v02.cdf			True	fa_esa_l2_ees_20000209173500_13745_v02.cdf			True	fa_esa_l2_ieb_20000209173459_13745_v02.cdf			True	fa_esa_l2_ies_20000209173500_13745_v02.cdf		
13746	./FAST_data/2000/02	fa_k0_orb_13746_v01.cdf	47	61	True	fa_esa_l2_eeb_20000209194824_13746_v02.cdf			True	fa_esa_l2_ees_20000209194825_13746_v02.cdf			True	fa_esa_l2_ieb_20000209194824_13746_v02.cdf			True	fa_esa_l2_ies_20000209194825_13746_v02.cdf		
13747	./FAST_data/2000/02	fa_k0_orb_13747_v01.cdf	57	65	True	fa_esa_l2_eeb_20000209220234_13747_v02.cdf			True	fa_esa_l2_ees_20000209220235_13747_v02.cdf			True	fa_esa_l2_ieb_20000209220234_13747_v02.cdf			True	fa_esa_l2_ies_20000209220235_13747_v02.cdf		
13748	./FAST_data/2000/02	fa_k0_orb_13748_v01.cdf	52	67	True	fa_esa_l2_eeb_20000210001640_13748_v02.cdf			True	fa_esa_l2_ees_20000210001641_13748_v02.cdf			True	fa_esa_l2_ieb_20000210001640_13748_v02.cdf			True	fa_esa_l2_ies_20000210001641_13748_v02.cdf		
13749	./FAST_data/2000/02	fa_k0_orb_13749_v01.cdf	55	70	True	fa_esa_l2_eeb_20000210023015_13749_v02.cdf			True	fa_esa_l2_ees_20000210023016_13749_v02.cdf			True	fa_esa_l2_ieb_20000210023015_13749_v02.cdf			True	fa_esa_l2_ies_20000210023016_13749_v02.cdf		
13750	./FAST_data/2000/02	fa_k0_orb_13750_v01.cdf	57	69	True	fa_esa_l2_eeb_20000210044240_13750_v02.cdf			True	fa_esa_l2_ees_20000210044241_13750_v02.cdf			True	fa_esa_l2_ieb_20000210044240_13750_v02.cdf			True	fa_esa_l2_ies_20000210044241_13750_v02.cdf		
13751	./FAST_data/2000/02	fa_k0_orb_13751_v01.cdf	57	66	True	fa_esa_l2_eeb_20000210065359_13751_v02.cdf			True	fa_esa_l2_ees_20000210065401_13751_v02.cdf			True	fa_esa_l2_ieb_20000210065359_13751_v02.cdf			True	fa_esa_l2_ies_20000210065401_13751_v02.cdf		
13752	./FAST_data/2000/02	fa_k0_orb_13752_v01.cdf	57	62	True	fa_esa_l2_eeb_20000210081818_13752_v02.cdf			True	fa_esa_l2_ees_20000210081820_13752_v02.cdf	48	87	True	fa_esa_l2_ieb_20000210081818_13752_v02.cdf			True	fa_esa_l2_ies_20000210081820_13752_v02.cdf	48	87
13753	./FAST_data/2000/02	fa_k0_orb_13753_v01.cdf	55	59	True	fa_esa_l2_eeb_20000210102923_13753_v02.cdf			True	fa_esa_l2_ees_20000210102924_13753_v02.cdf	53	84	True	fa_esa_l2_ieb_20000210102923_13753_v02.cdf			True	fa_esa_l2_ies_20000210102924_13753_v02.cdf	53	84
13754	./FAST_data/2000/02	fa_k0_orb_13754_v01.cdf	51	57	True	fa_esa_l2_eeb_20000210124007_13754_v02.cdf			True	fa_esa_l2_ees_20000210124008_13754_v02.cdf	51	97	True	fa_esa_l2_ieb_20000210124007_13754_v02.cdf			True	fa_esa_l2_ies_20000210124008_13754_v02.cdf	51	97
13755	./FAST_data/2000/02	fa_k0_orb_13755_v01.cdf	48	56	True	fa_esa_l2_eeb_20000210153431_13755_v02.cdf			True	fa_esa_l2_ees_20000210153432_13755_v02.cdf			True	fa_esa_l2_ieb_20000210153431_13755_v02.cdf			True	fa_esa_l2_ies_20000210153432_13755_v02.cdf		
13756	./FAST_data/2000/02	fa_k0_orb_13756_v01.cdf	46	58	True	fa_esa_l2_eeb_20000210174652_13756_v02.cdf			True	fa_esa_l2_ees_20000210174653_13756_v02.cdf			True	fa_esa_l2_ieb_20000210174652_13756_v02.cdf			True	fa_esa_l2_ies_20000210174653_13756_v02.cdf		
13757	./FAST_data/2000/02	fa_k0_orb_13757_v01.cdf	47	61	True	fa_esa_l2_eeb_20000210200028_13757_v02.cdf			True	fa_esa_l2_ees_20000210200029_13757_v02.cdf			True	fa_esa_l2_ieb_20000210200028_13757_v02.cdf			True	fa_esa_l2_ies_20000210200029_13757_v02.cdf		
13758	./FAST_data/2000/02	fa_k0_orb_13758_v01.cdf	49	65	True	fa_esa_l2_eeb_20000210221439_13758_v02.cdf			True	fa_esa_l2_ees_20000210221440_13758_v02.cdf			True	fa_esa_l2_ieb_20000210221439_13758_v02.cdf			True	fa_esa_l2_ies_20000210221440_13758_v02.cdf		
13759	./FAST_data/2000/02	fa_k0_orb_13759_v01.cdf	57	67	True	fa_esa_l2_eeb_20000211002847_13759_v02.cdf			True	fa_esa_l2_ees_20000211002848_13759_v02.cdf			True	fa_esa_l2_ieb_20000211002847_13759_v02.cdf			True	fa_esa_l2_ies_20000211002848_13759_v02.cdf		
13760	./FAST_data/2000/02	fa_k0_orb_13760_v01.cdf	55	70	True	fa_esa_l2_eeb_20000211024208_13760_v02.cdf			True	fa_esa_l2_ees_20000211024209_13760_v02.cdf			True	fa_esa_l2_ieb_20000211024208_13760_v02.cdf			True	fa_esa_l2_ies_20000211024209_13760_v02.cdf		
13761	./FAST_data/2000/02	fa_k0_orb_13761_v01.cdf	56	68	True	fa_esa_l2_eeb_20000211045430_13761_v02.cdf			True	fa_esa_l2_ees_20000211045431_13761_v02.cdf			True	fa_esa_l2_ieb_20000211045430_13761_v02.cdf			True	fa_esa_l2_ies_20000211045431_13761_v02.cdf		
13762	./FAST_data/2000/02	fa_k0_orb_13762_v01.cdf	57	65	True	fa_esa_l2_eeb_20000211061814_13762_v02.cdf			True	fa_esa_l2_ees_20000211061815_13762_v02.cdf	41	104	True	fa_esa_l2_ieb_20000211061814_13762_v02.cdf			True	fa_esa_l2_ies_20000211061815_13762_v02.cdf	41	104
13763	./FAST_data/2000/02	fa_k0_orb_13763_v01.cdf	56	61	True	fa_esa_l2_eeb_20000211082945_13763_v02.cdf			True	fa_esa_l2_ees_20000211082946_13763_v02.cdf	44	83	True	fa_esa_l2_ieb_20000211082945_13763_v02.cdf			True	fa_esa_l2_ies_20000211082946_13763_v02.cdf	44	83
13764	./FAST_data/2000/02	fa_k0_orb_13764_v01.cdf	53	58	True	fa_esa_l2_eeb_20000211104051_13764_v02.cdf			True	fa_esa_l2_ees_20000211104052_13764_v02.cdf	41	79	True	fa_esa_l2_ieb_20000211104051_13764_v02.cdf			True	fa_esa_l2_ies_20000211104052_13764_v02.cdf	41	79
13765	./FAST_data/2000/02	fa_k0_orb_13765_v01.cdf	50	56	True	fa_esa_l2_eeb_20000211133506_13765_v02.cdf			True	fa_esa_l2_ees_20000211133507_13765_v02.cdf			True	fa_esa_l2_ieb_20000211133506_13765_v02.cdf			True	fa_esa_l2_ies_20000211133507_13765_v02.cdf		
13769	./FAST_data/2000/02	fa_k0_orb_13769_v01.cdf	49	65	True	fa_esa_l2_eeb_20000211222645_13769_v02.cdf			True	fa_esa_l2_ees_20000211222647_13769_v02.cdf			True	fa_esa_l2_ieb_20000211222645_13769_v02.cdf			True	fa_esa_l2_ies_20000211222647_13769_v02.cdf		
13770	./FAST_data/2000/02	fa_k0_orb_13770_v01.cdf	52	68	True	fa_esa_l2_eeb_20000212004049_13770_v02.cdf			True	fa_esa_l2_ees_20000212004050_13770_v02.cdf			True	fa_esa_l2_ieb_20000212004049_13770_v02.cdf			True	fa_esa_l2_ies_20000212004050_13770_v02.cdf		
13771	./FAST_data/2000/02	fa_k0_orb_13771_v01.cdf	54	69	True	fa_esa_l2_eeb_20000212025407_13771_v02.cdf			True	fa_esa_l2_ees_20000212025408_13771_v02.cdf			True	fa_esa_l2_ieb_20000212025407_13771_v02.cdf			True	fa_esa_l2_ies_20000212025408_13771_v02.cdf		
